year_ended,section,line,amount_gbp
2025,Income,Interest and investment income,10039
2025,Income,Housing deficiency receivable,32009
2025,Admin,Salaries,272458
2025,Admin,Audit and accountancy fees,22235
2025,Admin,Professional fees,10748
2025,Admin,Postage and office expenses,3286
2025,Admin,Information technology,18476
2025,Admin,Telephone,2221
2025,Admin,Press notices,1377
2025,Admin,Stationery,498
2025,Admin,Rates,2130
2025,Admin,Heat and light,3480
2025,Admin,Repairs and renewals,605
2025,Admin,Insurance,22804
2025,Admin,Election expenses,112
2025,Admin,Cleaning materials and wages,133
2025,Admin,Entertainment of visitors,11894
2025,Admin,Rate collection fee,11842
2025,Admin,Depreciation,5818
2025,Admin,Attendance allowance,2065
2025,Admin,Miscellaneous,493
2025,Admin,Provision for doubtful debts (credit),-4750
2025,Admin,Donations,3233
2025,Admin,Net current service cost of pensions (credit),-22000
2025,Admin,Search fees (credit),-15725
2025,Admin,Housing administration charge (credit),-71718
2025,Admin,Southern civic administration charge (credit),-25544
2025,Admin,Tourist information and other incidentals (credit),-4580
2025,Glens,Glens general operating costs,2707
2025,Glens,Breagle Glen (net of rents received),-5864
2025,Glens,Athol Park Glen,3118
2025,Glens,Shore management,9154
2025,Glens,Plants and flowers,1288
2025,Glens,Rowany Golf Course and misc rents (net),-110424
2025,Works,Roads (net of government grant),5619
2025,Works,Public conveniences,36765
2025,Works,Street and decorative lighting,88510
2025,Works,General department costs (net),192924
2025,Works,Sewers (net),19
2025,Refuse,General materials,1754
2025,Refuse,Wages and administration,44779
2025,Refuse,Vehicle expenses,26118
2025,Refuse,Amenity site,121819
2025,Refuse,Disposal charges,154495
2025,Refuse,Recharged costs,33800
2025,Refuse,Disposal charges recovered (credit),-55268
2025,Refuse,Recharge of expenses (credit),-20429
2025,Amenities,Library (net),54653
2025,Amenities,Other amenities (net),22800
2025,Amenities,Southern Local Authorities Swimming Pool Board,18695
2025,Housing,Repairs and maintenance,246327
2025,Housing,Insurance,22804
2025,Housing,Supervision and management,71718
2025,Housing,"Rents, rates, taxes and other charges",209495
2025,Housing,Depreciation,405528
2025,Housing,Legal and admin fees,8751
2025,Housing,Bad debts,25259
2025,Housing,Dwelling rents excluding rates (credit),-1158551
2025,Housing,Other income (credit),-207354
2025,Debt,Interest payable and similar charges,306632
2025,Debt,Pension interest cost and expected return on pension assets (credit),-2000
2025,Summary,Net cost of services,470591
2025,Summary,Surplus for the year,351783
2025,Summary,Rate poundage (pence),378
2025,Summary,Net rateable value,310240
